,areas,beds,baths,listing_date,prices,title_len,des_len,school,airport,city,association,view,ใหม่
1374,,3.0,2.0,2021-09-28,3400000,115,745,0,0,1,0,0,0
1375,50.0,4.0,3.0,2021-09-28,4350000,45,1674,1,0,0,1,0,0
1376,53.0,4.0,3.0,2021-09-27,17400000,62,1877,0,0,1,1,1,0
1377,50.0,2.0,3.0,2021-09-27,2590000,138,1061,0,0,1,0,0,0
1378,,3.0,2.0,2021-09-30,4290000,49,1426,0,0,0,0,0,0
1379,14.0,4.0,3.0,2021-09-30,5900000,107,1073,0,0,0,1,0,0
1380,93.0,3.0,3.0,2021-09-29,3090000,143,1082,0,0,1,0,0,1
1381,135.0,3.0,3.0,2021-09-29,3605000,67,704,0,1,1,1,0,0
1382,154.0,3.0,2.0,2021-09-27,1850000,92,1012,0,0,0,0,0,1
1383,82.0,3.0,3.0,2021-09-27,4300000,59,1237,1,0,0,1,0,0
1384,67.0,4.0,4.0,2021-09-27,4500000,70,1342,1,0,0,1,0,0
1385,56.0,3.0,2.0,2021-09-30,2590000,45,1056,0,0,0,1,0,0
1386,,3.0,2.0,2021-09-30,1960000,63,1412,0,0,0,1,0,0
1387,31.0,4.0,3.0,2021-09-28,4500000,105,1500,1,0,0,0,0,0
1388,64.0,5.0,2.0,2021-09-28,4800000,129,1583,1,0,0,1,0,0
1389,56.0,2.0,2.0,2021-09-30,2600000,85,511,0,0,0,0,0,0
1390,40.0,3.0,1.0,2021-09-30,2400000,204,1936,1,0,0,0,0,0
1391,,4.0,2.0,2021-09-28,3300000,103,1823,0,0,0,0,0,0
1392,24.0,1.0,1.0,2021-10-06,5000,4,16,0,0,0,0,0,1
1393,36.0,2.0,1.0,2021-10-20,1800000,29,983,0,0,0,0,0,0
1394,15.0,3.0,3.0,2021-10-20,3600000,65,323,0,1,0,1,0,0
1395,21.0,3.0,1.0,2021-10-19,950000,24,379,0,0,0,1,0,0
1396,,3.0,2.0,2021-10-19,2190000,49,276,0,0,0,0,0,1
1397,300.0,2.0,2.0,2021-10-16,15000000,19,500,0,0,0,0,0,0
1398,,2.0,2.0,2021-10-17,4500000,86,246,0,0,0,0,0,0
1399,,2.0,1.0,2021-10-15,1390000,69,588,0,0,0,0,0,0
1400,10.0,3.0,2.0,2021-10-15,4290000,60,729,0,0,0,1,0,0
1401,123.0,3.0,2.0,2021-10-16,3800000,59,609,1,0,0,0,0,0
1402,15.0,3.0,3.0,2021-10-14,9900000,72,1846,1,1,1,0,1,0
1403,53.0,3.0,3.0,2021-10-20,5500000,161,116,0,0,0,0,0,0
1404,,8.0,8.0,2021-10-13,130000000,47,919,0,0,0,0,0,0
1405,,3.0,2.0,2021-10-13,3000000,82,910,0,0,0,1,0,0
1406,12.0,3.0,2.0,2021-10-13,2190000,59,601,0,1,0,0,0,1
1407,100.0,2.0,2.0,2021-10-16,850000,47,258,0,0,1,0,0,0
1408,14.0,3.0,2.0,2021-10-12,450000,116,2389,0,0,0,1,1,0
1409,,6.0,4.0,2021-10-12,35000000,34,388,0,0,0,0,0,0
1410,15.0,2.0,2.0,2021-10-17,2190000,27,228,0,0,0,0,0,0
1411,93.0,2.0,1.0,2021-10-16,4700000,29,542,0,0,1,0,0,0
1412,,4.0,3.0,2021-10-19,8950000,54,581,0,0,0,1,0,0
1413,15.0,3.0,2.0,2021-10-11,1250000,18,400,0,0,0,0,0,0
1414,70.0,3.0,2.0,2021-10-17,2400000,192,859,0,0,1,1,0,0
1415,100.0,3.0,2.0,2021-10-20,3600000,233,301,0,0,0,0,0,1
1416,100.0,3.0,2.0,2021-10-12,25000000,115,1395,1,1,0,0,0,0
1417,,2.0,1.0,2021-10-01,2300000,101,1429,1,1,0,1,0,0
1418,51.0,2.0,2.0,2021-09-26,1650000,51,643,0,0,0,1,0,0
1419,21.0,3.0,2.0,2021-10-09,2729500,63,621,0,0,1,1,0,0
1420,270.0,3.0,3.0,2021-09-29,2890000,51,1000,0,1,1,0,1,0
1421,62.0,3.0,3.0,2021-09-27,13980000,71,1151,0,0,0,0,0,0
1422,,1.0,2.0,2021-09-28,2580000,41,274,0,0,0,1,0,0
1423,41.0,3.0,2.0,2021-09-27,3290000,106,1632,0,0,0,1,1,0
1424,36.0,3.0,2.0,2021-09-27,2690000,47,968,1,0,1,1,0,0
1425,101.0,4.0,4.0,2021-10-05,6000000,37,601,0,0,0,0,0,0
1426,80.0,3.0,3.0,2021-09-29,4800000,85,705,0,0,0,0,0,0
1427,40.0,2.0,2.0,2021-09-29,2900000,84,834,0,0,0,0,0,0
1428,,3.0,2.0,2021-09-29,1790000,49,1044,0,1,1,0,0,0
1429,120.0,4.0,5.0,2021-09-29,29500000,51,749,0,0,0,0,0,0
1430,50.0,4.0,2.0,2021-09-28,3990000,66,393,0,0,0,0,0,0
1431,,3.0,2.0,2021-09-27,4699000,94,1347,1,1,0,1,0,0
1432,,3.0,3.0,2021-09-29,12190000,60,1229,0,0,0,0,0,0
1433,,3.0,2.0,2021-10-16,2150000,123,171,0,0,0,1,0,0
1434,,4.0,3.0,2021-09-28,9900000,45,1416,0,0,0,0,0,0
1435,59.0,3.0,2.0,2021-10-05,2024000,56,543,1,0,1,0,0,0
1436,,3.0,2.0,2021-10-04,7800000,66,575,1,0,0,0,0,0
1437,20.0,4.0,3.0,2021-10-03,3605000,63,701,0,0,0,0,0,0
1438,125.0,5.0,5.0,2021-09-27,35000000,44,3567,0,0,0,0,0,0
1439,,3.0,,2021-09-27,7900000,54,2355,0,0,1,1,1,0
1440,,4.0,4.0,2021-09-27,49900000,45,542,0,0,0,0,0,0
1441,68.0,3.0,3.0,2021-09-27,9954000,63,1273,0,0,0,0,0,0
1442,,3.0,2.0,2021-09-27,3890000,61,930,0,0,0,0,0,0
1443,147.0,4.0,5.0,2021-09-25,55000000,124,2522,1,0,0,1,0,0
1444,30.0,3.0,3.0,2021-09-29,1790000,114,1029,0,0,1,0,0,0
1445,65.0,4.0,3.0,2021-09-26,10900000,46,618,0,0,0,0,0,0
1446,90.0,4.0,5.0,2021-09-30,16900000,149,1035,0,0,0,0,0,0
1447,51.0,4.0,2.0,2021-09-29,3100000,35,1092,0,0,0,0,0,0
1448,38.0,2.0,1.0,2021-09-28,1900000,48,852,0,0,1,1,0,0
1449,36.0,3.0,2.0,2021-09-27,4200000,45,1363,1,0,0,0,0,0
1450,59.0,3.0,2.0,2021-09-27,3600000,58,1149,1,0,1,0,0,0
1451,36.0,4.0,3.0,2021-09-27,3500000,37,1234,1,0,1,0,0,0
1452,330.0,6.0,5.0,2021-10-13,25000000,75,255,0,0,0,0,0,1
1453,46.0,2.0,1.0,2021-10-10,1500000,22,63,0,0,0,0,0,0
1454,,7.0,4.0,2021-09-28,11000000,100,1447,1,0,0,1,1,0
1455,64.0,4.0,2.0,2021-09-27,3499999,69,383,0,1,1,0,0,0
1456,,2.0,2.0,2021-09-30,1990000,73,521,0,1,0,0,0,0
1457,,3.0,3.0,2021-09-27,7500000,66,619,0,0,0,0,0,0
1458,82.0,3.0,3.0,2021-09-25,4000000,65,1197,0,0,1,1,0,0
1459,,3.0,3.0,2021-10-07,5000000,90,917,1,0,0,0,0,0
1460,,4.0,4.0,2021-10-08,25000000,255,86,0,0,0,0,1,0
1461,50.0,2.0,2.0,2021-09-29,3500000,72,862,1,0,0,0,0,0
1462,50.0,4.0,2.0,2021-10-08,40000000,74,916,0,0,0,0,0,0
1463,205.0,3.0,3.0,2021-09-30,10900000,83,230,0,0,0,0,0,0
1464,,4.0,4.0,2021-10-08,25000000,255,86,0,0,0,0,1,0
1465,50.0,2.0,2.0,2021-09-29,3500000,72,862,1,0,0,0,0,0
1466,50.0,4.0,2.0,2021-10-08,40000000,74,916,0,0,0,0,0,0
1467,205.0,3.0,3.0,2021-09-30,10900000,83,230,0,0,0,0,0,0
1468,100.0,2.0,2.0,2021-09-24,2300000,55,1112,0,0,0,1,0,0
1469,,5.0,2.0,2021-10-01,15000000,50,414,0,0,0,0,0,0
1470,38.0,3.0,2.0,2021-09-30,4650000,7,297,0,0,0,0,0,0
1471,214.0,2.0,3.0,2021-09-24,3790000,61,1548,0,0,0,1,0,0
1472,49.0,3.0,2.0,2021-09-24,4006700,75,657,0,0,0,1,0,0
1473,,3.0,3.0,2021-09-24,7199700,85,663,0,0,0,1,0,0
1474,,2.0,,2021-10-08,3900000,43,81,0,0,0,0,0,0
1475,143.0,4.0,6.0,2021-09-25,12900000,52,1135,1,1,1,1,0,0
1476,82.0,4.0,3.0,2021-09-25,7400000,100,1405,1,0,0,1,1,0
1477,50.0,2.0,2.0,2021-09-24,22660000,118,981,0,0,1,0,0,1
1478,53.0,3.0,2.0,2021-09-24,2317500,120,983,0,0,1,0,0,1
1479,101.0,3.0,3.0,2021-09-23,14900000,67,888,0,0,0,0,0,0
1480,90.0,3.0,3.0,2021-09-26,13000000,129,856,0,0,1,1,0,0
1481,,10.0,6.0,2021-09-25,85000000,63,1786,0,0,0,1,0,0
1482,25.0,4.0,2.0,2021-09-25,3500000,71,710,0,0,0,1,0,0
1483,30.0,3.0,2.0,2021-09-25,3500000,75,772,0,0,1,0,0,0
1484,,4.0,4.0,2021-09-25,35000000,69,1344,0,1,1,1,0,0
1485,56.0,3.0,3.0,2021-09-25,4580000,60,1517,0,0,0,1,0,0
1486,22.0,3.0,3.0,2021-09-25,4635000,75,1155,0,0,1,1,0,0
1487,97.0,4.0,2.0,2021-09-25,33000000,51,1133,0,0,0,0,0,0
1488,45.0,3.0,1.0,2021-09-27,1730000,55,267,0,0,1,0,0,1
1489,64.0,2.0,1.0,2021-09-27,1690000,57,317,0,0,1,0,0,1
1490,52.0,3.0,2.0,2021-10-19,1900000,39,129,0,0,0,0,0,0
1491,,4.0,3.0,2021-10-05,12700000,28,184,0,0,0,0,0,1
1492,100.0,1.0,1.0,2021-09-27,950000,53,352,0,0,0,0,0,1
1493,67.0,4.0,4.0,2020-07-17,49000000,59,1209,0,0,0,0,0,0
1494,,3.0,2.0,2020-05-25,3100000,103,1632,1,1,0,0,0,0
1495,50.0,5.0,2.0,2020-05-25,3100000,156,1034,1,0,0,0,1,0
1496,,3.0,2.0,2020-05-26,2900000,75,1239,1,0,0,0,0,0
1497,38.0,2.0,1.0,2020-05-26,1490000,127,605,1,0,0,0,0,0
1498,73.0,4.0,3.0,2020-05-27,12900000,129,1179,0,0,0,1,1,0
1499,19.0,3.0,2.0,2020-05-31,4350000,133,1290,0,1,1,1,0,0
1500,,3.0,3.0,2020-05-31,4590000,126,991,0,0,0,1,0,0
1501,,3.0,3.0,2020-05-23,5300000,148,1097,0,0,0,1,0,0
1502,90.0,3.0,2.0,2020-04-11,5000000,40,1397,1,0,0,1,0,0
1503,34.0,2.0,1.0,2020-05-17,1790000,78,868,1,0,0,1,0,0
1504,202.0,6.0,6.0,2020-05-15,37990000,16,281,0,0,0,0,0,0
1505,50.0,6.0,4.0,2020-05-04,4500000,72,525,0,0,0,0,0,0
1506,,5.0,3.0,2019-04-08,6900000,35,778,0,1,0,0,0,0
1507,70.0,3.0,4.0,2019-12-29,16000000,53,973,0,0,1,0,0,0
1508,40.0,3.0,2.0,2018-11-15,4500000,78,922,0,0,0,0,0,0
1509,71.0,2.0,2.0,2019-03-18,850000,141,148,0,0,0,0,0,1
1510,122.0,4.0,3.0,2019-06-17,17500000,33,223,0,0,0,0,0,0
1511,50.0,6.0,4.0,2020-05-25,14500000,58,1249,1,0,0,0,0,0
1512,,1.0,2.0,2020-04-04,12000000,66,810,0,0,0,0,0,0
1513,60.0,8.0,8.0,2021-10-02,4100000,256,1931,0,0,0,0,0,0
1514,75.0,3.0,2.0,2021-10-10,1650000,16,56,0,0,0,0,0,1
1515,,4.0,4.0,2021-10-10,15000000,75,1219,0,1,1,1,0,0
1516,54.0,5.0,3.0,2021-10-10,6589999,87,993,0,0,0,0,0,0
1517,56.0,3.0,2.0,2021-10-10,3590000,259,2147,0,0,1,0,1,0
1518,75.0,3.0,3.0,2021-10-10,6500000,85,1825,1,0,1,1,0,1
1519,85.0,4.0,3.0,2021-10-10,13000000,72,599,0,0,0,0,0,0
1520,,4.0,4.0,2021-10-19,120000000,60,276,0,0,0,1,0,0
1521,38.0,3.0,3.0,2021-10-09,5150000,85,1211,1,0,1,1,1,0
1522,90.0,5.0,3.0,2021-10-09,5999000,65,1415,1,0,0,0,0,0
1523,60.0,3.0,2.0,2021-10-09,4350000,51,1550,1,1,0,1,0,0
1524,,3.0,3.0,2021-10-09,5098500,76,641,0,0,1,1,0,0
1525,58.0,3.0,3.0,2021-10-09,26900000,52,1040,0,0,0,1,0,0
1526,50.0,4.0,3.0,2021-10-09,3850000,55,1565,1,1,1,0,0,0
1527,70.0,3.0,5.0,2021-10-09,20600000,71,634,0,0,1,1,0,0
1528,60.0,3.0,2.0,2021-10-09,3700000,48,775,1,1,1,0,0,0
1529,65.0,3.0,3.0,2021-10-10,8500000,55,1509,0,1,0,1,0,0
1530,79.0,3.0,3.0,2021-10-09,12500000,35,754,0,0,0,0,0,0
1531,2.0,7.0,5.0,2021-10-09,36050000,59,589,0,0,1,1,0,0
1532,40.0,4.0,2.0,2021-10-09,4600000,95,1462,1,0,0,1,0,0
1533,,5.0,11.0,2021-10-09,80000000,57,1414,1,1,1,0,0,0
1534,85.0,3.0,2.0,2021-10-08,3200000,85,758,0,1,0,0,0,0
1535,,5.0,3.0,2021-10-09,3000000,77,726,0,0,0,0,0,0
1536,68.0,3.0,2.0,2021-09-24,3390000,98,1124,0,0,0,0,0,0
1537,15.0,3.0,2.0,2021-09-23,2290000,54,396,0,0,0,0,0,1
1538,100.0,3.0,2.0,2021-09-23,12000000,90,637,0,0,0,0,0,0
1539,,4.0,4.0,2021-09-23,3800000,66,886,0,0,0,0,1,0
1540,,3.0,3.0,2021-09-23,6290000,90,812,1,0,0,0,0,0
1541,200.0,4.0,1.0,2021-09-23,2700000,72,588,1,0,0,0,0,0
1542,,4.0,3.0,2021-09-23,5000000,83,943,1,0,0,1,0,0
1543,,3.0,3.0,2021-09-23,14000000,61,748,0,0,0,0,0,0
1544,52.0,3.0,2.0,2021-09-23,1350000,104,988,0,0,1,0,0,0
1545,249.0,4.0,5.0,2021-09-23,47000000,42,530,0,0,0,0,1,0
1546,166.0,4.0,4.0,2021-09-22,9900000,102,837,0,0,1,0,1,1
1547,,4.0,2.0,2021-09-22,5900000,55,698,1,1,0,0,0,0
1548,10.0,2.0,2.0,2021-09-22,1690000,70,389,0,0,0,0,0,0
1549,59.0,3.0,4.0,2021-09-24,26900000,83,622,0,0,0,1,0,0
1550,70.0,3.0,2.0,2021-09-24,4006700,69,618,0,0,0,1,0,0
1551,,4.0,3.0,2021-09-24,8847700,87,920,1,0,0,1,0,0
1552,315.0,4.0,4.0,2021-09-23,13000000,46,309,0,0,1,0,0,1
1553,114.0,6.0,4.0,2021-09-22,8800000,27,1107,0,0,0,1,0,0
1554,,4.0,6.0,2021-09-22,49000000,51,1093,0,0,0,0,0,0
1555,54.0,4.0,4.0,2021-09-22,6500000,36,1173,0,0,0,1,0,0
1556,179.0,1.0,1.0,2021-10-12,1690000,34,487,0,0,1,0,1,0
1557,45.0,2.0,2.0,2021-09-30,1800000,48,223,0,0,0,0,0,0
1558,,3.0,2.0,2021-09-26,3502000,80,712,0,0,0,1,0,0
1559,,4.0,3.0,2021-09-26,4200000,68,948,0,0,0,0,0,0
1560,,5.0,6.0,2021-09-25,19800000,18,513,0,0,0,1,0,0
1561,200.0,4.0,6.0,2021-09-24,21630000,81,808,1,0,0,1,0,0
1562,51.0,3.0,2.0,2021-09-24,4274500,81,620,1,1,1,1,0,0
1563,120.0,3.0,2.0,2021-09-24,9700000,51,1084,0,0,0,0,0,0
1564,250.0,3.0,3.0,2021-09-24,11900000,56,327,0,0,0,0,0,0
1565,,4.0,4.0,2021-09-24,4330000,71,428,0,0,0,0,0,0
1566,,3.0,3.0,2021-09-24,7900000,115,556,0,0,0,0,0,0
1567,83.0,5.0,4.0,2021-09-24,8950000,103,389,0,0,0,0,0,0
1568,62.0,3.0,2.0,2021-09-24,5750000,42,1675,0,1,1,1,1,0
1569,,4.0,2.0,2021-09-23,4650000,85,1231,1,0,0,1,0,0
1570,60.0,3.0,3.0,2021-09-23,8900000,85,1121,1,1,1,0,0,0
1571,,3.0,2.0,2021-09-23,2690000,89,873,0,0,0,1,0,0
1572,,2.0,1.0,2021-09-23,1500000,53,1431,1,0,0,1,0,0
1573,,3.0,2.0,2021-09-23,2650000,103,1225,1,0,1,1,0,0
1574,,3.0,3.0,2021-10-01,2800000,66,519,0,0,0,1,1,0
1575,54.0,3.0,3.0,2021-09-24,7200000,86,786,0,0,0,1,0,0
1576,,4.0,2.0,2021-09-24,7400000,68,854,1,0,0,1,0,0
1577,,4.0,5.0,2021-09-22,27800000,59,739,0,0,0,1,1,1
1578,73.0,4.0,3.0,2021-09-22,12900000,53,878,0,0,0,0,0,1
1579,172.0,4.0,3.0,2021-09-24,12360000,82,516,0,0,0,0,0,0
1580,20.0,3.0,3.0,2021-09-23,12500000,110,3173,0,1,1,1,0,0
1581,65.0,4.0,2.0,2021-09-22,2700000,32,1295,0,0,0,0,0,0
1582,54.0,3.0,2.0,2021-09-22,3880000,57,1309,1,0,0,1,0,0
1583,,2.0,2.0,2021-09-22,2250000,72,592,1,0,0,0,0,0
1584,,4.0,5.0,2021-09-22,14000000,45,1123,0,0,0,0,0,0
1585,23.0,2.0,2.0,2021-09-30,1200000,79,661,0,0,0,1,0,0
1586,144.0,4.0,4.0,2021-09-26,16500000,54,523,0,0,0,0,0,0
1587,,4.0,4.0,2021-09-22,26500000,69,2380,0,0,0,0,0,0
1588,,4.0,4.0,2021-09-22,12800000,86,1017,0,0,1,1,0,0
1589,31.0,3.0,2.0,2021-09-29,2390000,119,1059,0,0,1,0,0,1
1590,,3.0,3.0,2021-09-24,5499999,71,811,1,0,0,0,0,0
1591,37.0,3.0,2.0,2021-09-23,3170000,63,2484,1,0,0,1,0,0
1592,50.0,3.0,2.0,2021-09-22,5390000,87,875,1,0,1,1,0,0
1593,47.0,3.0,2.0,2021-09-29,3300000,48,1256,0,1,0,0,0,0
1594,9.0,2.0,1.0,2021-09-24,2200000,186,720,0,0,1,1,0,1
1595,200.0,5.0,4.0,2021-09-22,22500000,45,1053,0,0,1,1,0,1
1596,92.0,4.0,3.0,2021-09-22,10500000,93,503,0,0,0,0,0,0
1597,,3.0,3.0,2021-09-22,6690000,58,555,0,0,1,1,0,0
1598,,4.0,4.0,2021-09-29,28900000,99,1746,0,0,0,0,0,0
1599,60.0,3.0,3.0,2021-09-28,4490000,79,688,0,0,0,0,0,0
1600,35.0,3.0,2.0,2021-09-30,3450000,70,267,0,0,0,0,0,0
1601,213.0,3.0,5.0,2021-09-29,25000000,88,1850,1,1,0,1,0,0
1602,,3.0,2.0,2021-09-24,1600000,105,1991,1,0,0,0,0,0
1603,75.0,4.0,5.0,2021-10-13,13000,31,100,0,0,0,0,0,0
1604,,3.0,3.0,2021-09-29,6684700,71,607,0,0,1,1,0,0
1605,60.0,3.0,2.0,2021-09-23,6500000,90,1154,1,0,1,0,0,0
1606,50.0,2.0,2.0,2021-09-23,9000000,75,774,1,0,0,0,0,0
1607,51.0,3.0,2.0,2021-09-23,4500000,68,849,1,1,1,1,0,0
1608,140.0,3.0,3.0,2021-09-23,30000000,73,806,1,0,0,1,0,0
1609,60.0,2.0,1.0,2021-09-23,2650000,85,750,0,0,0,0,0,0
1610,129.0,3.0,3.0,2021-09-23,7000000,62,910,0,1,1,0,0,0
1611,24.0,2.0,1.0,2021-10-04,1050000,81,763,0,0,0,1,0,0
1612,54.0,4.0,3.0,2021-09-28,9500000,45,1693,0,0,0,1,1,0
1613,220.0,3.0,2.0,2021-10-04,28500000,16,125,1,0,0,0,0,0
1614,,3.0,2.0,2021-09-29,4300000,91,792,1,0,0,0,0,0
1615,22.0,2.0,1.0,2021-09-24,1200000,60,979,1,0,0,0,0,0
1616,219.0,2.0,1.0,2021-10-08,780000,147,927,1,0,1,1,1,0
1617,,3.0,3.0,2021-09-23,11200000,113,1984,1,0,0,1,0,0
1618,,4.0,3.0,2021-09-21,7490000,116,1897,0,1,0,1,0,0
1619,89.0,4.0,2.0,2021-09-23,5000000,114,458,0,0,1,0,0,0
1620,,4.0,3.0,2021-09-21,8800000,90,1111,1,1,1,1,1,0
1621,207.0,4.0,5.0,2021-09-21,18900000,62,830,0,1,0,1,0,1
1622,,3.0,2.0,2021-09-21,4190000,63,1872,1,0,0,1,0,0
1623,,3.0,1.0,2021-09-20,2500000,55,812,0,0,0,0,0,0
1624,105.0,2.0,3.0,2021-09-20,16000000,32,885,0,0,0,0,0,0
1625,,2.0,2.0,2021-10-11,2800000,25,319,0,0,1,0,0,0
1626,80.0,4.0,5.0,2021-10-02,4950000,61,148,0,0,0,0,1,0
1627,50.0,3.0,3.0,2021-09-27,4800000,57,354,0,1,0,0,0,1
1628,64.0,3.0,3.0,2021-09-20,6800000,36,1616,0,0,0,1,0,0
1629,,3.0,3.0,2021-10-08,4690000,104,844,0,0,0,1,0,1
1630,21.0,4.0,3.0,2021-09-25,3290000,79,925,0,0,0,1,0,0
1631,100.0,4.0,4.0,2021-09-20,24000000,48,348,0,0,0,0,0,0
1632,,10.0,13.0,2021-09-20,200000000,52,1592,0,0,0,0,0,0
1633,75.0,3.0,5.0,2021-09-20,19000000,53,684,0,0,0,0,0,0
1634,100.0,4.0,5.0,2021-09-20,17900000,53,722,0,0,0,0,0,0
1635,100.0,5.0,6.0,2021-09-20,27000000,55,805,0,0,0,0,0,0
1636,50.0,3.0,2.0,2021-09-20,4900000,56,983,0,0,0,0,0,0
1637,,4.0,,2021-09-20,5400000,65,1706,0,0,0,0,0,0
1638,,3.0,3.0,2021-09-20,12500000,65,1245,0,0,0,0,0,0
1639,,3.0,2.0,2021-09-20,3990000,65,522,1,0,0,0,0,0
1640,23.0,3.0,3.0,2021-10-06,1390000,85,1179,0,0,0,0,0,0
1641,246.0,6.0,5.0,2021-09-29,29500000,83,837,0,0,1,0,0,0
1642,205.0,3.0,3.0,2021-09-24,20440000,63,1171,0,0,0,0,0,0
1643,100.0,4.0,4.0,2021-09-20,12000000,257,1706,0,1,1,0,1,0
1644,50.0,3.0,1.0,2021-09-20,3890000,42,1435,1,0,0,0,0,0
1645,300.0,4.0,4.0,2021-09-24,89000000,42,735,0,0,0,0,0,0
1646,,4.0,3.0,2021-09-21,9800000,79,1957,1,0,1,1,0,0
1647,70.0,4.0,4.0,2021-09-21,2900000,71,1359,0,0,0,0,0,0
1648,,,,2021-09-28,890000,48,199,0,0,0,0,0,1
1649,70.0,3.0,3.0,2021-09-26,6900000,141,538,0,0,0,0,0,0
1650,63.0,4.0,3.0,2021-09-25,9190000,137,1084,1,1,0,0,0,0
1651,,3.0,3.0,2021-09-24,6200000,65,3865,0,0,0,0,0,0
1652,31.0,3.0,2.0,2021-09-21,1800000,38,1384,1,0,0,1,0,0
1653,,4.0,5.0,2021-09-24,17000000,58,642,0,0,0,0,0,0
1654,,5.0,7.0,2021-09-24,179000000,48,791,0,0,0,0,0,0
1655,,8.0,9.0,2021-09-24,140000000,61,676,0,0,0,0,0,0
1656,31.0,3.0,2.0,2021-09-21,1800000,38,1384,1,0,0,1,0,0
1657,,4.0,5.0,2021-09-24,17000000,58,642,0,0,0,0,0,0
1658,,5.0,7.0,2021-09-24,179000000,48,791,0,0,0,0,0,0
1659,,8.0,9.0,2021-09-24,140000000,61,676,0,0,0,0,0,0
1660,134.0,5.0,5.0,2021-09-19,14500000,73,1071,1,0,1,0,0,0
1661,,4.0,4.0,2021-09-24,20445500,67,741,0,0,0,1,0,0
1662,60.0,4.0,5.0,2021-09-20,12000000,38,582,0,0,0,0,0,0
1663,100.0,5.0,6.0,2021-09-20,28000000,42,470,0,0,0,0,0,0
1664,120.0,5.0,6.0,2021-09-20,35000000,41,500,0,0,0,0,0,0
1665,,4.0,5.0,2021-09-20,60000000,43,434,0,0,0,0,0,0
1666,55.0,3.0,3.0,2021-09-20,6000000,51,653,0,0,0,0,0,0
1667,16.0,1.0,1.0,2021-09-27,1100000,55,701,0,0,0,0,0,0
1668,,3.0,3.0,2021-09-25,3193000,58,727,0,0,0,1,0,0
1669,87.0,3.0,3.0,2021-09-24,7900000,77,632,0,0,0,1,0,0
1670,63.0,3.0,3.0,2021-09-29,4800000,32,195,0,0,0,0,0,0
1671,27.0,3.0,2.0,2021-09-24,4700000,104,1067,0,1,0,1,0,0
1672,,4.0,6.0,2021-09-24,249000000,41,311,0,0,0,0,0,0
1673,,3.0,3.0,2021-09-21,12500000,40,1923,0,0,0,0,0,0
1674,38.0,3.0,2.0,2021-09-21,3350000,47,866,1,0,0,0,0,0
1675,161.0,4.0,5.0,2021-09-20,7160000,85,785,0,1,1,0,0,0
1676,,3.0,2.0,2021-09-26,2700000,36,769,0,0,0,1,0,1
1677,162.0,5.0,5.0,2021-09-18,17200000,103,431,0,0,0,0,0,1
1678,76.0,4.0,5.0,2021-09-18,14500000,61,1879,1,0,1,1,0,0
1679,41.0,3.0,3.0,2021-10-01,3450000,104,627,0,0,0,1,0,1
1680,80.0,2.0,2.0,2021-10-05,2920000,102,1030,0,0,0,0,0,0
1681,147.0,5.0,5.0,2021-09-21,18000000,94,652,0,0,0,0,0,0
1682,42.0,3.0,2.0,2021-09-20,1900000,41,1227,0,0,1,1,0,0
1683,169.0,6.0,7.0,2021-10-05,19500000,79,786,0,0,0,0,0,0
1684,60.0,4.0,5.0,2021-09-22,12900000,11,514,0,0,0,0,0,0
1685,53.0,3.0,2.0,2021-09-22,2990000,69,1214,0,0,0,0,0,0
1686,70.0,3.0,3.0,2021-09-22,6500000,146,1660,0,0,0,1,0,0
1687,70.0,4.0,2.0,2021-09-21,4490000,30,1235,1,0,1,1,0,0
1688,,4.0,4.0,2021-09-21,35000000,50,814,0,0,1,1,0,0
1689,,5.0,6.0,2021-09-21,41900000,54,1161,0,0,0,1,0,0
1690,68.0,3.0,2.0,2021-09-21,3200000,69,667,0,0,0,0,0,1
1691,60.0,2.0,3.0,2021-09-21,4750000,57,984,0,1,0,1,0,1
1692,28.0,2.0,2.0,2021-09-19,2300000,177,1160,1,0,0,0,0,0
1693,,3.0,4.0,2021-09-22,21000000,59,532,0,0,0,0,1,0
1694,50.0,2.0,1.0,2021-09-30,1790000,143,1105,0,0,1,0,0,1
1695,58.0,3.0,3.0,2021-09-27,6590000,96,1012,1,1,0,1,0,0
1696,50.0,3.0,2.0,2021-09-21,2790000,29,942,0,0,0,1,0,0
1697,30.0,2.0,1.0,2021-09-17,1290000,81,466,0,0,0,0,0,0
1698,95.0,3.0,2.0,2021-09-17,2850000,70,344,0,0,0,1,0,0
1699,51.0,4.0,4.0,2021-10-05,7300000,86,988,0,0,1,0,0,0
1700,50.0,3.0,2.0,2021-09-21,4100000,62,1057,0,0,0,0,0,0
1701,,3.0,2.0,2021-09-20,2700000,50,933,0,0,0,1,0,0
1702,,3.0,3.0,2021-09-30,6000000,53,1454,0,0,1,1,0,0
1703,,2.0,2.0,2021-09-21,1990000,53,1528,1,0,0,1,0,0
1704,,3.0,3.0,2021-09-18,3250000,55,1619,1,0,0,1,0,0
1705,69.0,3.0,3.0,2021-09-29,6790000,27,168,0,0,0,1,0,0
1706,16.0,2.0,2.0,2021-09-21,2550000,79,1082,1,0,0,1,1,0
1707,23.0,2.0,2.0,2021-09-30,15900000,71,421,0,0,0,0,0,0
1708,123.0,3.0,4.0,2021-09-23,12000000,130,1432,0,0,0,0,1,0
1709,46.0,3.0,3.0,2021-09-20,2590000,55,742,1,0,0,0,0,0
1710,,3.0,2.0,2021-09-20,990000,57,813,0,0,0,0,0,0
