,areas,beds,baths,listing_date,prices,title_len,des_len,school,airport,city,association,view,ใหม่
691,24.0,1.0,1.0,2021-09-22,5000,4,16,0,0,0,0,0,1
692,24.0,1.0,1.0,2021-09-22,5000,4,16,0,0,0,0,0,1
693,24.0,1.0,1.0,2021-09-22,5000,4,16,0,0,0,0,0,1
694,24.0,1.0,1.0,2021-09-21,5000,4,16,0,0,0,0,0,1
695,24.0,1.0,1.0,2021-09-21,5000,4,16,0,0,0,0,0,1
696,24.0,1.0,1.0,2021-09-21,5000,4,16,0,0,0,0,0,1
697,24.0,1.0,1.0,2021-09-21,5000,4,16,0,0,0,0,0,1
698,24.0,1.0,1.0,2021-09-20,5000,4,16,0,0,0,0,0,1
699,24.0,1.0,1.0,2021-09-19,5000,4,16,0,0,0,0,0,1
700,24.0,1.0,1.0,2021-09-18,5000,4,16,0,0,0,0,0,1
701,24.0,1.0,1.0,2021-09-18,5000,4,16,0,0,0,0,0,1
702,24.0,1.0,1.0,2021-09-18,5000,4,16,0,0,0,0,0,1
703,24.0,1.0,1.0,2021-09-17,5000,4,16,0,0,0,0,0,1
704,24.0,1.0,1.0,2021-09-17,5000,4,16,0,0,0,0,0,1
705,24.0,1.0,1.0,2021-09-17,5000,4,16,0,0,0,0,0,1
706,24.0,1.0,1.0,2021-09-17,5000,4,16,0,0,0,0,0,1
707,24.0,1.0,1.0,2021-09-08,5000,4,16,0,0,0,0,0,1
708,24.0,1.0,1.0,2021-09-07,5000,4,16,0,0,0,0,0,1
709,24.0,1.0,1.0,2021-09-07,5000,4,16,0,0,0,0,0,1
710,24.0,1.0,1.0,2021-09-07,5000,4,16,0,0,0,0,0,1
711,24.0,1.0,1.0,2021-09-06,5000,4,16,0,0,0,0,0,1
712,24.0,1.0,1.0,2021-09-06,5000,4,16,0,0,0,0,0,1
713,24.0,1.0,1.0,2021-09-06,5000,4,16,0,0,0,0,0,1
714,24.0,1.0,1.0,2021-09-06,5000,4,16,0,0,0,0,0,1
715,24.0,1.0,1.0,2021-09-06,5000,4,16,0,0,0,0,0,1
716,24.0,1.0,1.0,2021-09-06,5000,4,16,0,0,0,0,0,1
717,24.0,1.0,1.0,2021-09-06,5000,4,16,0,0,0,0,0,1
718,24.0,1.0,1.0,2021-09-06,5000,4,16,0,0,0,0,0,1
719,24.0,1.0,1.0,2021-09-06,5000,4,16,0,0,0,0,0,1
720,24.0,1.0,1.0,2021-09-03,5000,4,16,0,0,0,0,0,1
721,24.0,1.0,1.0,2021-09-03,5000,4,16,0,0,0,0,0,1
722,24.0,1.0,1.0,2021-09-03,5000,4,16,0,0,0,0,0,1
723,24.0,1.0,1.0,2021-09-03,5000,4,16,0,0,0,0,0,1
724,24.0,1.0,1.0,2021-09-03,5000,4,16,0,0,0,0,0,1
725,,,,2021-08-03,10000,4,4,0,0,0,0,0,1
726,24.0,1.0,1.0,2021-07-06,5000,4,16,0,0,0,0,0,1
727,24.0,1.0,1.0,2021-07-06,5000,4,16,0,0,0,0,0,1
728,24.0,1.0,1.0,2021-07-06,5000,4,16,0,0,0,0,0,1
729,24.0,1.0,1.0,2021-07-06,5000,4,16,0,0,0,0,0,1
730,24.0,1.0,1.0,2021-07-06,5000,4,16,0,0,0,0,0,1
731,24.0,1.0,1.0,2021-07-06,5000,4,16,0,0,0,0,0,1
732,51.0,3.0,2.0,2021-06-06,2900000,50,1377,0,0,0,1,0,0
733,64.0,3.0,3.0,2021-10-20,11000000,44,1627,1,0,0,1,0,0
734,50.0,3.0,2.0,2021-10-20,2999999,43,1410,0,0,0,1,0,0
735,38.0,3.0,3.0,2021-10-20,1990000,51,491,1,0,0,0,0,0
736,107.0,3.0,3.0,2021-10-20,2490000,61,654,1,0,0,0,0,0
737,54.0,2.0,2.0,2021-10-20,2090000,77,898,0,0,0,1,0,0
738,,4.0,3.0,2021-10-20,4990000,66,1898,1,0,0,1,0,0
739,50.0,3.0,2.0,2021-10-20,5350000,52,1070,0,0,1,1,0,0
740,52.0,3.0,1.0,2021-10-20,5490000,61,1098,0,0,0,1,0,0
741,56.0,4.0,3.0,2021-10-20,5290000,76,1387,1,0,0,1,0,0
742,,,,2021-10-20,25500000,92,630,0,0,0,0,0,0
743,,3.0,3.0,2021-10-19,4590000,123,1351,0,0,1,1,0,0
744,,2.0,2.0,2021-10-19,4390000,153,3250,0,0,1,1,1,1
745,164.0,4.0,5.0,2021-10-19,12880000,107,1096,1,0,0,1,0,1
746,,4.0,5.0,2021-10-19,11950000,96,1365,0,0,0,0,0,1
747,56.0,3.0,2.0,2021-10-19,2390000,90,1035,0,0,1,1,0,1
748,77.0,3.0,3.0,2021-10-19,3816000,83,1119,0,0,1,1,0,1
749,160.0,4.0,5.0,2021-10-19,22900000,86,1607,1,0,0,1,0,0
750,96.0,4.0,5.0,2021-10-19,4400000,130,1157,0,0,1,0,0,1
751,59.0,4.0,2.0,2021-10-19,4900000,79,478,0,0,1,1,0,0
752,,4.0,3.0,2021-10-19,3690000,119,1006,0,0,1,0,0,1
753,,3.0,2.0,2021-10-19,3390000,143,1070,0,0,1,0,0,1
754,,4.0,3.0,2021-10-19,9000000,81,1128,1,0,0,1,0,0
755,,,,2021-10-19,3500000,144,936,1,0,1,0,0,0
756,51.0,3.0,2.0,2021-10-19,3690000,74,1514,1,0,0,1,0,0
757,,3.0,3.0,2021-10-19,5990000,58,1045,1,0,0,1,0,0
758,61.0,3.0,3.0,2021-10-19,8500000,43,1411,0,0,1,1,0,0
759,,5.0,6.0,2021-10-19,29000000,34,857,0,0,0,0,0,0
760,134.0,5.0,5.0,2021-10-19,14000000,105,969,1,1,1,0,0,1
761,,3.0,3.0,2021-10-19,3500000,51,313,0,0,0,1,0,1
762,70.0,3.0,3.0,2021-10-19,7500000,48,310,0,0,1,1,0,1
763,,5.0,5.0,2021-10-19,6200000,54,513,0,0,0,0,0,0
764,,3.0,3.0,2021-10-19,9300000,73,618,0,1,1,1,0,0
765,,4.0,3.0,2021-10-19,8290000,59,1126,1,0,0,1,0,0
766,57.0,3.0,3.0,2021-10-19,5900000,88,316,0,0,0,1,0,0
767,72.0,3.0,2.0,2021-10-19,7700000,87,1003,1,0,0,1,0,0
768,189.0,4.0,4.0,2021-10-19,6500000,148,1251,0,0,0,1,0,0
769,35.0,3.0,2.0,2021-10-19,3290000,89,1172,0,1,1,1,1,0
770,,4.0,3.0,2021-10-19,6200000,60,1477,0,0,0,0,0,0
771,67.0,3.0,3.0,2021-10-19,6500000,70,903,1,0,0,0,1,0
772,,3.0,2.0,2021-10-19,4650000,86,1052,1,0,0,1,0,0
773,,4.0,3.0,2021-10-19,5900000,87,1272,1,0,0,1,0,0
774,,4.0,3.0,2021-10-19,16900000,90,1600,1,0,0,1,0,0
775,66.0,4.0,5.0,2021-10-19,7900000,31,1671,1,0,0,0,0,0
776,73.0,3.0,3.0,2021-10-19,4990000,71,1510,1,0,0,1,0,0
777,,2.0,2.0,2021-10-20,1750000,51,581,0,0,0,0,1,0
778,,4.0,4.0,2021-10-20,5900000,88,1406,1,1,0,1,0,0
779,,3.0,2.0,2021-10-19,6500000,41,499,0,0,0,0,0,0
780,,3.0,2.0,2021-10-19,7500000,59,492,0,0,0,0,0,0
781,81.0,3.0,3.0,2021-10-18,5390000,112,1788,0,1,1,1,0,0
782,50.0,4.0,3.0,2021-10-18,5800000,66,1130,1,0,0,1,0,0
783,51.0,3.0,2.0,2021-10-18,4200000,85,1250,1,0,1,1,0,0
784,51.0,3.0,3.0,2021-10-18,4790000,57,1179,0,0,1,0,0,0
785,,4.0,2.0,2021-10-18,4590000,77,1493,1,0,0,1,0,0
786,92.0,7.0,3.0,2021-10-18,14490000,70,1041,1,0,0,1,0,0
787,,5.0,4.0,2021-10-18,5800000,50,1305,1,0,1,1,0,0
788,,5.0,4.0,2021-10-18,10000000,103,1287,0,0,1,1,0,0
789,52.0,3.0,2.0,2021-10-18,3300000,48,1063,1,0,1,0,0,0
790,,4.0,3.0,2021-10-18,4990000,55,1450,0,1,0,0,0,0
791,,3.0,2.0,2021-10-18,4690000,51,1684,1,0,0,0,0,0
792,50.0,5.0,2.0,2021-10-18,3690000,56,1303,0,0,0,1,0,0
793,,3.0,3.0,2021-10-18,4550000,37,1077,0,0,1,0,0,0
794,50.0,3.0,3.0,2021-10-18,7190000,41,1191,0,0,0,0,0,0
795,121.0,4.0,5.0,2021-10-18,63900000,96,993,1,0,0,0,1,1
796,55.0,3.0,2.0,2021-10-18,3390000,87,1447,0,0,0,1,0,0
797,,3.0,3.0,2021-10-18,6500000,66,600,0,1,0,0,0,0
798,70.0,3.0,3.0,2021-10-18,3800000,46,1871,1,1,0,1,0,0
799,40.0,3.0,3.0,2021-10-18,3744000,53,1456,1,1,0,1,0,0
800,86.0,4.0,3.0,2021-10-18,4000000,83,1190,0,0,1,0,0,0
801,118.0,3.0,3.0,2021-10-18,6699635,60,1216,1,0,0,0,0,1
802,,4.0,5.0,2021-10-19,11800000,42,463,0,0,0,0,0,0
803,81.0,3.0,2.0,2021-10-18,2790000,66,1103,0,0,1,1,0,0
804,56.0,3.0,2.0,2021-10-18,2250000,64,1226,0,0,1,1,0,0
805,52.0,4.0,4.0,2021-10-19,12500000,55,265,0,0,1,1,0,1
806,50.0,3.0,4.0,2021-10-19,8900000,55,265,0,0,0,1,0,1
807,25.0,2.0,2.0,2021-10-19,2850000,58,263,0,0,0,1,0,1
808,,3.0,3.0,2021-10-18,3800000,77,741,0,0,1,1,0,0
809,30.0,1.0,1.0,2021-10-19,8800000,58,261,0,0,0,1,0,1
810,35.0,3.0,2.0,2021-10-19,4500000,49,258,0,0,1,1,0,1
811,,3.0,3.0,2021-10-19,7500000,48,258,0,0,0,1,0,1
812,,4.0,3.0,2021-10-19,14000000,44,256,0,0,0,1,0,1
813,101.0,3.0,2.0,2021-10-19,4190000,65,1189,1,0,0,1,0,0
814,40.0,4.0,3.0,2021-10-19,3500000,58,250,0,0,0,1,0,1
815,129.0,5.0,4.0,2021-10-18,13900000,145,688,0,0,0,0,0,0
816,70.0,4.0,2.0,2021-10-17,4490000,120,980,1,0,0,0,0,0
817,52.0,3.0,3.0,2021-10-17,5900000,109,1792,1,1,1,1,0,0
818,102.0,4.0,5.0,2021-10-17,34000000,53,940,0,0,0,1,0,0
819,165.0,3.0,2.0,2021-10-18,2580000,32,628,0,0,0,0,0,1
820,72.0,3.0,3.0,2021-10-17,4370000,66,1438,0,1,1,1,0,0
821,50.0,3.0,2.0,2021-10-17,2350000,61,1122,0,0,0,1,0,0
822,,4.0,3.0,2021-10-17,4900000,67,1171,0,0,0,1,0,0
823,22.0,3.0,2.0,2021-10-17,2190000,36,887,0,0,0,0,0,0
824,75.0,2.0,2.0,2021-10-17,4400000,56,1126,0,1,0,1,0,0
825,51.0,3.0,2.0,2021-10-18,14000000,43,1662,1,0,0,1,0,0
826,,2.0,2.0,2021-10-17,6000000,79,559,0,0,0,0,0,0
827,20.0,3.0,2.0,2021-10-17,2490000,67,732,0,1,0,1,0,1
828,350.0,3.0,2.0,2021-10-19,20000000,58,1813,0,0,0,0,0,1
829,,3.0,2.0,2021-10-16,5300000,72,863,1,0,0,0,0,0
830,,4.0,4.0,2021-10-19,25000000,47,220,0,0,0,1,0,0
831,,3.0,3.0,2021-10-19,7245000,52,257,0,0,0,1,0,1
832,,3.0,1.0,2021-10-16,1800000,50,791,1,0,1,0,0,1
833,51.0,5.0,6.0,2021-10-16,15200000,98,686,0,0,0,1,0,1
834,35.0,3.0,3.0,2021-10-16,2900000,84,585,0,0,1,1,0,0
835,143.0,4.0,4.0,2021-10-16,18180000,153,2632,1,1,1,1,1,1
836,,4.0,2.0,2021-10-16,4000000,92,1204,1,0,0,0,0,0
837,,2.0,3.0,2021-10-16,2790000,77,943,0,0,0,1,0,0
838,64.0,4.0,2.0,2021-10-16,3500000,75,1005,0,0,0,1,0,0
839,200.0,3.0,3.0,2021-10-16,14000000,62,838,0,0,0,0,0,0
840,,3.0,3.0,2021-10-16,3500000,47,1062,0,0,1,1,0,0
841,,4.0,2.0,2021-10-16,3100000,75,1216,0,0,1,1,0,0
842,48.0,2.0,2.0,2021-10-17,1950000,55,937,0,0,0,1,0,0
843,80.0,3.0,2.0,2021-10-16,3500000,57,1026,0,0,0,1,0,0
844,,3.0,2.0,2021-10-15,6300000,52,1926,1,1,0,1,0,0
845,,4.0,3.0,2021-10-15,6500000,47,534,1,0,0,0,0,0
846,77.0,4.0,4.0,2021-10-15,18800000,54,1841,0,0,0,1,0,0
847,67.0,5.0,6.0,2021-10-15,32000000,149,1491,0,0,1,1,0,0
848,171.0,3.0,2.0,2021-10-15,23000000,81,808,0,0,0,0,0,0
849,,5.0,4.0,2021-10-15,9900000,164,2000,0,0,0,1,0,0
850,38.0,2.0,2.0,2021-10-15,2100000,46,948,0,1,0,1,0,0
851,40.0,3.0,2.0,2021-10-18,4690000,58,1290,0,1,0,0,0,0
852,212.0,2.0,2.0,2021-10-15,4500000,48,602,0,0,0,1,0,0
853,95.0,5.0,5.0,2021-10-15,24000000,145,2299,0,0,1,1,1,1
854,,3.0,3.0,2021-10-15,6300000,64,941,0,1,1,0,0,0
855,,2.0,1.0,2021-10-15,150000,86,422,0,0,0,1,0,1
856,50.0,3.0,2.0,2021-10-19,5300000,52,260,0,0,0,0,0,0
857,58.0,3.0,3.0,2021-10-15,6700000,30,433,0,0,0,0,0,0
858,280.0,5.0,7.0,2021-10-15,21000000,107,1663,1,1,0,1,0,0
859,65.0,8.0,8.0,2021-10-15,3900000,65,1502,0,0,1,1,0,0
860,76.0,4.0,3.0,2021-10-15,8900000,86,873,0,0,1,1,0,0
861,87.0,3.0,3.0,2021-10-18,8500000,64,473,0,0,0,0,1,0
862,,,,2021-10-15,2700000,35,731,0,0,0,0,1,0
863,,3.0,3.0,2021-10-15,6000000,42,402,0,0,0,0,0,0
864,53.0,3.0,2.0,2021-10-19,2150000,62,173,0,0,0,0,0,0
865,,,,2021-10-15,2590000,52,1025,0,0,0,1,0,0
866,328.0,4.0,5.0,2021-10-15,29900000,68,930,0,0,0,0,0,0
867,,2.0,1.0,2021-10-15,2500000,52,1071,1,0,0,1,0,0
868,,,,2021-10-15,2490000,85,1074,0,1,1,1,1,0
869,,,,2021-10-15,2290000,60,1103,0,0,0,1,0,0
870,35.0,4.0,2.0,2021-10-15,3600000,53,1785,1,0,0,1,0,0
871,,3.0,2.0,2021-10-15,4850000,54,1448,0,0,0,1,0,0
872,,4.0,4.0,2021-10-15,13500000,129,1856,1,0,1,1,0,0
873,100.0,3.0,2.0,2021-10-15,6500000,62,1391,0,0,0,0,1,0
874,45.0,3.0,1.0,2021-10-14,2799000,72,989,1,1,1,0,0,0
875,,2.0,3.0,2021-10-15,8500000,130,1972,1,0,0,0,1,0
876,50.0,3.0,2.0,2021-10-15,5800000,50,2399,1,0,0,1,0,0
877,50.0,2.0,1.0,2021-10-14,4800000,86,431,0,0,0,0,0,0
878,,4.0,4.0,2021-10-14,42000000,83,1277,1,0,0,1,0,0
879,,3.0,3.0,2021-10-14,3790000,117,1347,1,0,1,1,0,0
880,109.0,3.0,3.0,2021-10-14,3890000,214,1777,1,0,0,1,0,0
881,,3.0,2.0,2021-10-14,4390000,90,932,0,0,0,1,0,0
882,124.0,3.0,2.0,2021-10-14,2800000,60,535,1,0,0,0,0,0
883,77.0,3.0,3.0,2021-10-14,11000000,79,700,1,0,0,0,0,0
884,66.0,4.0,2.0,2021-10-14,6900000,78,660,0,0,0,1,0,0
885,,4.0,4.0,2021-10-14,8500000,97,1159,1,1,1,0,0,0
886,,3.0,3.0,2021-10-14,7600000,74,820,0,1,1,0,0,0
887,101.0,4.0,3.0,2021-10-14,7990000,84,869,1,0,0,0,0,0
888,,4.0,3.0,2021-10-14,5990000,73,956,1,0,0,0,0,0
889,,3.0,3.0,2021-10-14,7500000,62,736,1,0,1,0,0,0
890,,3.0,2.0,2021-10-14,5500000,74,636,1,0,1,0,0,0
891,64.0,3.0,3.0,2021-10-14,4400000,244,1826,1,0,0,1,0,0
892,150.0,10.0,5.0,2021-10-14,7900000,132,1181,0,0,1,0,0,0
893,110.0,3.0,4.0,2021-10-14,9345000,129,2250,1,0,0,1,0,0
894,,3.0,3.0,2021-10-15,14500000,52,452,0,0,0,0,1,0
895,21.0,4.0,3.0,2021-10-14,4690000,100,1592,0,0,0,1,0,0
896,33.0,4.0,4.0,2021-10-14,8500000,38,763,0,0,0,1,0,0
897,38.0,3.0,3.0,2021-10-14,5250000,94,1324,1,0,1,1,1,0
898,,4.0,3.0,2021-10-14,10800000,68,1749,0,0,0,1,1,0
899,69.0,4.0,2.0,2021-10-18,5500000,67,1062,0,0,0,0,0,0
900,75.0,4.0,3.0,2021-10-14,5950000,48,954,1,0,0,0,1,0
901,52.0,3.0,3.0,2021-10-14,9950000,36,2232,0,0,1,1,0,0
902,,3.0,2.0,2021-10-14,2000000,82,682,0,0,1,0,0,0
903,66.0,4.0,4.0,2021-10-14,7200000,54,1157,1,1,0,0,0,0
904,47.0,4.0,4.0,2021-10-14,6500000,62,1042,0,0,0,0,1,0
905,,3.0,2.0,2021-10-14,3800000,68,1038,0,0,0,0,0,0
906,,2.0,1.0,2021-10-14,1100000,64,429,0,1,1,0,0,0
907,,4.0,3.0,2021-10-14,10500000,63,2270,1,0,0,1,0,0
908,45.0,3.0,3.0,2021-10-14,3800000,62,1955,1,0,0,1,0,0
909,87.0,4.0,5.0,2021-10-14,23000000,65,2881,1,0,1,1,1,0
910,40.0,3.0,3.0,2021-10-14,7390000,47,2568,1,0,1,1,1,0
911,120.0,7.0,6.0,2021-10-14,15000000,50,1098,0,0,0,1,0,0
912,,4.0,4.0,2021-10-14,8200000,53,2684,0,0,1,1,0,0
913,,4.0,4.0,2021-10-14,17000000,63,3019,1,0,1,1,0,0
914,280.0,5.0,7.0,2021-10-13,21000000,144,1819,1,1,0,1,0,1
915,,3.0,2.0,2021-10-14,2700000,81,655,0,1,0,0,0,0
916,,3.0,3.0,2021-10-14,4750000,62,1153,1,0,0,1,1,0
917,,4.0,5.0,2021-10-14,33000000,110,1214,0,0,0,1,0,0
918,,,,2021-10-18,3970000,84,1384,0,0,0,0,0,0
919,224.0,6.0,4.0,2021-10-16,25000000,57,2162,0,0,0,1,0,0
920,,2.0,2.0,2021-10-14,4200000,61,520,0,0,0,0,0,0
921,52.0,4.0,3.0,2021-10-14,4500000,111,1180,1,0,0,1,0,0
922,50.0,4.0,4.0,2021-10-14,16500000,59,516,0,0,0,0,0,0
923,96.0,3.0,2.0,2021-10-16,10800000,98,1502,1,1,1,0,0,0
924,30.0,1.0,1.0,2021-10-13,1190000,44,676,0,0,0,1,0,1
925,,4.0,2.0,2021-10-17,7200000,88,505,0,0,1,0,0,0
926,,4.0,3.0,2021-10-13,5900000,80,1604,1,0,1,0,0,0
927,,5.0,3.0,2021-10-13,5200000,57,924,0,0,0,0,1,0
928,,4.0,3.0,2021-10-19,5500000,51,259,0,0,1,1,0,1
929,113.0,3.0,4.0,2021-10-18,7500000,119,546,0,0,0,0,0,0
930,,3.0,2.0,2021-10-14,5400000,60,495,0,0,0,0,0,0
931,60.0,6.0,8.0,2021-10-14,15000000,60,492,0,0,0,0,0,0
932,90.0,8.0,9.0,2021-10-14,24000000,60,492,0,0,0,0,0,0
933,70.0,3.0,2.0,2021-10-13,2350000,125,1116,0,0,1,0,0,1
934,55.0,3.0,2.0,2021-10-13,1990000,125,1088,1,0,1,0,0,1
935,35.0,4.0,2.0,2021-10-13,4090000,90,1751,1,0,0,1,0,0
936,72.0,5.0,5.0,2021-10-12,10800000,116,636,0,0,0,0,0,0
937,61.0,6.0,5.0,2021-10-12,24900000,82,915,0,0,0,0,0,0
938,60.0,3.0,3.0,2021-10-14,3680000,55,486,0,0,0,0,0,0
939,,3.0,3.0,2021-10-13,4990000,94,864,0,1,0,0,0,0
940,98.0,4.0,3.0,2021-10-12,1800000,55,851,0,0,0,0,0,0
941,30.0,3.0,2.0,2021-10-14,3700000,55,504,0,0,1,0,1,0
942,100.0,1.0,2.0,2021-10-12,1920000,64,912,1,0,0,0,0,0
943,,5.0,5.0,2021-10-14,22000000,32,489,0,0,0,0,0,0
944,60.0,3.0,2.0,2021-10-17,2590000,35,1172,0,0,0,0,0,1
945,,,,2021-10-12,559000,34,509,0,0,0,0,0,0
946,50.0,3.0,2.0,2021-10-17,2590000,23,373,0,0,0,0,0,1
947,,3.0,3.0,2021-10-15,4725000,68,556,0,0,0,0,0,0
948,,3.0,3.0,2021-10-14,4350000,65,544,0,0,1,0,0,0
949,50.0,4.0,2.0,2021-10-19,1500000,82,110,0,0,1,0,0,0
950,,3.0,3.0,2021-10-12,10500000,78,919,1,0,0,0,0,0
951,75.0,3.0,3.0,2021-10-12,13000000,86,1390,0,0,0,1,0,0
952,,3.0,5.0,2021-10-12,19990000,63,917,1,1,1,0,0,1
953,,3.0,2.0,2021-10-12,3090000,85,1384,1,0,0,1,0,0
954,,4.0,5.0,2021-10-12,9200000,56,850,1,0,1,0,0,0
955,57.0,3.0,3.0,2021-10-12,11500000,62,2117,1,1,1,1,0,0
956,53.0,3.0,3.0,2021-10-12,3890000,40,1871,0,0,0,1,0,0
957,,4.0,4.0,2021-10-12,46000000,83,1463,1,0,0,1,1,0
958,,3.0,2.0,2021-10-12,9500000,57,502,0,0,0,0,0,0
959,,,,2021-10-12,6200000,63,1089,0,0,0,0,0,0
960,43.0,3.0,2.0,2021-10-12,3900000,31,925,1,0,1,1,0,0
961,55.0,3.0,2.0,2021-10-11,4600000,52,1852,0,1,0,1,0,0
962,23.0,3.0,2.0,2021-10-12,2390000,86,1173,0,1,0,1,0,0
963,,4.0,3.0,2021-10-12,9850000,64,548,0,0,0,0,0,0
964,,3.0,2.0,2021-10-12,3990000,80,1360,0,0,0,1,0,0
965,80.0,3.0,2.0,2021-10-12,6500000,121,1028,1,0,0,1,0,0
966,,3.0,3.0,2021-10-12,11000000,78,950,1,0,0,0,0,0
967,,4.0,4.0,2021-10-12,43000000,121,994,1,0,0,0,0,0
968,60.0,3.0,4.0,2021-10-11,5500000,61,1746,0,1,1,1,0,0
969,90.0,3.0,4.0,2021-10-12,14000000,37,755,0,0,0,0,0,0
970,,4.0,3.0,2021-10-12,8500000,134,1616,0,0,1,1,0,0
971,,3.0,2.0,2021-10-12,3300000,147,1055,1,0,0,0,0,0
972,,3.0,3.0,2021-10-12,12500000,131,832,0,0,1,0,1,0
973,,2.0,2.0,2021-10-14,2800000,32,464,0,0,0,0,0,0
974,,3.0,2.0,2021-10-12,9000000,90,750,0,0,1,0,0,1
975,113.0,3.0,3.0,2021-10-12,11500000,72,664,0,0,0,0,0,0
976,,5.0,6.0,2021-10-12,47000000,208,1921,1,0,0,1,0,0
977,,2.0,2.0,2021-10-18,5590000,35,123,0,0,0,0,0,0
978,60.0,3.0,2.0,2021-10-11,5400000,55,807,0,0,0,1,0,0
979,14.0,4.0,3.0,2021-10-11,4500000,65,741,0,0,0,0,0,0
980,60.0,3.0,5.0,2021-10-11,8900000,92,995,0,0,0,1,0,0
981,58.0,3.0,3.0,2021-10-11,3800000,81,1137,1,0,0,1,0,0
982,,3.0,3.0,2021-10-11,6990000,90,633,0,0,0,0,0,0
983,,3.0,2.0,2021-10-11,3680000,88,917,0,0,0,0,0,0
984,,2.0,1.0,2021-10-11,1950000,41,1482,1,0,0,1,0,0
985,52.0,3.0,2.0,2021-10-11,4490000,127,1576,0,0,0,0,0,0
986,,7.0,7.0,2021-10-11,95000000,98,3860,0,0,0,0,0,0
987,,5.0,6.0,2021-10-11,50000000,72,2374,0,0,0,0,0,0
988,,3.0,2.0,2021-10-11,5540000,61,1227,0,0,0,0,0,0
989,45.0,5.0,3.0,2021-10-11,4900000,62,1249,0,0,0,0,0,0
990,100.0,3.0,2.0,2021-10-11,7740000,63,1171,0,0,0,0,0,0
991,40.0,2.0,1.0,2021-10-11,1480000,70,1151,1,1,0,1,0,0
992,,4.0,4.0,2021-10-11,18700000,53,1074,0,1,1,0,1,0
993,,11.0,5.0,2021-10-11,18900000,38,815,0,0,0,0,1,0
994,,3.0,3.0,2021-10-11,12500000,111,1100,0,0,0,1,1,0
995,36.0,3.0,2.0,2021-10-11,3490000,64,1692,0,0,0,1,0,0
996,123.0,3.0,4.0,2021-10-11,9900000,68,840,0,0,0,0,1,1
997,,4.0,3.0,2021-10-11,8500000,36,1824,1,0,0,1,0,0
998,,3.0,4.0,2021-10-19,29000000,73,1007,0,0,1,0,0,0
999,,4.0,4.0,2021-10-11,8900000,90,1008,1,0,0,1,0,0
1000,51.0,3.0,2.0,2021-10-11,4500000,85,724,0,0,0,1,1,0
1001,104.0,5.0,3.0,2021-10-12,12900000,63,407,0,0,0,0,0,0
1002,,3.0,3.0,2021-10-14,5250000,72,529,0,0,0,0,0,0
1003,,3.0,3.0,2021-10-08,6799999,151,2367,1,0,0,1,0,0
1004,76.0,3.0,3.0,2021-10-15,5887500,74,554,0,0,0,0,0,0
1005,27.0,4.0,2.0,2021-10-05,3862500,50,693,0,0,0,0,0,0
1006,18.0,3.0,2.0,2021-10-05,2317500,60,670,0,0,0,0,0,0
1007,300.0,3.0,3.0,2021-09-27,23000000,67,764,0,0,0,0,0,0
1008,108.0,4.0,5.0,2021-06-30,27900000,56,1385,0,0,0,1,0,0
1009,92.0,4.0,3.0,2021-06-30,10700000,65,1315,0,1,0,0,0,0
1010,163.0,5.0,5.0,2021-09-18,17200000,112,349,0,0,0,0,0,1
1011,90.0,3.0,2.0,2021-10-12,2200000,27,239,0,0,0,0,0,1
1012,,3.0,3.0,2021-03-25,4450000,40,1153,0,0,0,1,0,0
1013,73.0,3.0,2.0,2021-03-19,5900000,58,1379,0,0,0,0,0,0
1014,,3.0,2.0,2021-03-16,4700000,36,1314,1,0,1,1,0,0
1015,,2.0,3.0,2021-02-06,3266000,36,880,0,0,1,1,0,0
1016,,4.0,3.0,2020-12-25,4950000,50,682,0,0,0,0,0,0
1017,,3.0,3.0,2021-04-09,4450000,29,1153,0,0,0,1,0,0
1018,36.0,2.0,1.0,2021-10-20,1800000,29,983,0,0,0,0,0,0
1019,15.0,3.0,3.0,2021-10-20,3600000,65,323,0,1,0,1,0,0
1020,100.0,2.0,2.0,2021-10-16,850000,47,258,0,0,1,0,0,0
1021,15.0,2.0,2.0,2021-10-17,2190000,27,228,0,0,0,0,0,0
1022,90.0,3.0,2.0,2021-10-12,2200000,27,239,0,0,0,0,0,1
1023,40.0,3.0,3.0,2021-10-12,3190000,264,920,0,0,0,0,0,0
1024,,2.0,1.0,2021-09-30,3500000,20,217,0,1,0,0,0,0
1025,50.0,3.0,2.0,2021-10-10,2990000,259,229,0,0,0,0,0,1
1026,47.0,2.0,2.0,2021-10-10,1800000,47,47,0,0,0,0,0,1
1027,,2.0,2.0,2021-09-27,1850000,65,1123,0,1,1,0,0,0
1028,15.0,3.0,3.0,2021-10-20,3600000,65,323,0,1,0,1,0,0
1029,100.0,1.0,1.0,2021-09-27,950000,53,352,0,0,0,0,0,1
1030,235.0,12.0,13.0,2021-10-11,79000000,60,832,0,0,0,0,0,0
1031,,3.0,3.0,2021-10-11,8500000,89,951,0,1,0,0,0,0
1032,60.0,3.0,3.0,2021-10-14,7500000,60,521,0,0,0,0,0,0
1033,27.0,4.0,2.0,2021-10-05,3862500,50,693,0,0,0,0,0,0
1034,18.0,3.0,2.0,2021-10-05,2317500,60,670,0,0,0,0,0,0
1035,18.0,2.0,1.0,2021-10-05,1122700,46,595,0,0,0,0,0,0
1036,,4.0,4.0,2021-10-05,14300000,88,825,0,0,0,0,0,0
1037,,3.0,3.0,2021-10-05,6000000,85,1309,1,0,0,0,0,0
